614 510 350 3265 10 34 1.457142857142857 1226 2.663132137030995 6.616765330891359 8.0 0.31 0.31 0.59 180.65125628140703 1521.3333333333333 0
1038 304 443 4405 7 156 0.6862302483069977 1220 3.610655737704918 3.2160363322770364 10.0 0.275 0.275 0.83 138.13417085427136 1225.9666666666667 0
1437 45 73 725 6 37 0.6164383561643836 1219 0.5947497949138638 1.0425174362563085 2.816901408450704 0.095 0.095 0.67 659.7570351758794 6081.95 0
2615 211 230 211 7 0 0.9173913043478261 1227 0.1719641401792991 2.9224551761648216 1.3888888888888888 0.135 0.135 0.38 6673.950753768844 128231.28333333334 0
3148 7346 7244 11438 8 97 1.0140806184428492 1213 9.429513602638087 2.477040959633397 22.11111111111111 0.5879396984924623 0.5879396984924623 0.7286432160804021 60.92617845117845 1444.5833333333333 0
5593 898 1024 2897 8 56 0.876953125 1173 2.4697357203751067 2.3077123647583035 6.633333333333334 0.36180904522613067 0.36180904522613067 0.4472361809045226 243.30479797979797 3349.4333333333334 0
9375 53 131 566 9 11 0.40458015267175573 1127 0.5022182786157942 0.39756712198064087 5.2631578947368425 0.315 0.315 0.58 294.45376884422114 4168.25 0
10336 754 4103 6181 6 0 0.18376797465269315 1120 5.51875 5.131615005534575 7.407407407407407 0.27 0.27 1.075 185.8848408710218 1784.0 0
10455 140 222 1192 9 15 0.6306306306306306 1117 1.0671441360787826 8.779713443003535 3.4339622641509435 0.07692307692307693 0.07692307692307693 0.5879120879120879 448.035635359116 3685.133333333333 0
10698 140 1329 17457 8 63 0.1053423626787058 1117 15.628469113697404 3.1427072843927073 33.333333333333336 0.285 0.285 0.57 29.675879396984925 441.7 0
11718 254 3639 8245 11 31 0.06979939543830722 1113 7.407906558849955 0.7427390438507336 7.142857142857143 0.425 0.425 0.935 195.28123953098827 1341.8166666666666 0
12527 108 92 815 12 49 1.173913043478261 1108 0.7355595667870036 8.27995192915498 2.430379746835443 0.06770833333333333 0.06770833333333333 0.5416666666666666 843.853577661431 7570.45 0
13602 145 395 7468 6 28 0.3670886075949367 1104 6.7644927536231885 1.057031390161784 11.764705882352942 0.325 0.325 0.91 123.89120603015077 2094.15 0
15313 189 1665 3180 9 20 0.11351351351351352 1088 2.922794117647059 0.7792154778779073 4.25531914893617 0.245 0.245 0.305 376.3597989949749 3659.55 0
16683 70 322 4458 8 75 0.21739130434782608 1087 4.1011959521619135 1.629680098739111 4.081632653061225 0.325 0.325 0.36 362.29078726968174 2456.35 0
17363 277 868 4693 10 128 0.3191244239631336 1091 4.301558203483043 22.91226487116641 6.666666666666667 0.17 0.17 0.665 251.78509212730316 6334.55 0
21833 87 94 269 8 18 0.925531914893617 1084 0.2481549815498155 1.651121095911036 3.5714285714285716 0.045 0.045 0.665 1878.2021775544388 97871.75 0
25723 242 722 16787 7 139 0.33518005540166207 1083 15.500461680517082 1.348345961951836 100.0 0.05 0.05 0.855 7.270770519262982 227.33333333333334 0
32613 182 490 8384 15 51 0.37142857142857144 1093 7.670631290027448 1.2205443450347575 15.384615384615385 0.05 0.05 0.545 86.10720268006699 1408.0333333333333 0
46183 71 174 300 13 110 0.40804597701149425 1078 0.2782931354359926 2.5924486153883324 1.7857142857142858 0.04 0.04 0.23 1020.9561976549413 7136.883333333333 0
47203 259 485 4605 3 25 0.534020618556701 1074 4.287709497206704 1.307664601379847 10.0 0.095 0.095 0.5 143.69849246231155 2374.6833333333334 0
50263 130 150 3498 4 117 0.8666666666666667 1087 3.21803127874885 4.5614676256182465 15.384615384615385 0.075 0.075 0.36 84.64288107202681 973.8333333333334 0
