6301 3269 3071 861 8 132 1.0644741126668837 1217 0.7074774034511093 189.8349557968107 4.0 0.705 0.705 0.34 492.2197654941374 4416.416666666667 1
10836 1949 793 226 9 134 2.4577553593947035 1330 0.1699248120300752 11.38458065393862 2.2247191011235956 0.6565656565656566 0.6565656565656566 0.29797979797979796 4396.333756345178 127484.0 1
10997 1119 9644 38674 12 158 0.11603069265864786 1273 30.380204241948153 859.0675668935031 49.25 0.26903553299492383 0.26903553299492383 0.5634517766497462 28.432738095238093 730.9666666666667 1
633293 2174 6029 12718 11 121 0.36059047934980926 1106 11.499095840867993 284.877348657702 10.526315789473685 0.32 0.32 0.455 125.86113902847572 1247.1666666666667 1
717883 7731 7029 873 6 70 1.0998719590268886 1106 0.7893309222423146 114.22906281888811 9.523809523809524 0.69 0.69 0.105 218.8540201005025 5906.033333333334 1
763068 120 130 686 6 35 0.9230769230769231 1262 0.5435816164817749 9.80060957552887 3.5636363636363635 0.46938775510204084 0.46938775510204084 0.5561224489795918 463.8304273504273 4680.733333333334 1
783705 1660 23977 23205 8 68 0.06923301497268215 1187 19.54928390901432 233.76157976107655 10.421052631578947 0.3181818181818182 0.3181818181818182 0.8535353535353535 132.2808798646362 1533.7166666666667 1
788352 1320 969 3528 14 106 1.3622291021671826 1043 3.38255033557047 205.57872120735712 7.576923076923077 0.3299492385786802 0.3299492385786802 0.5888324873096447 180.56471088435376 1367.7166666666667 1
810011 11239 10537 2749 13 59 1.0666223782860396 1060 2.5933962264150945 424.19525080216744 6.25 0.97 0.97 0.05 224.32604690117253 741.6333333333333 1
815299 3779 3920 1830 10 120 0.9640306122448979 1137 1.6094986807387863 409.83626669949984 3.7735849056603774 0.77 0.77 0.415 407.9807370184255 2916.05 1
817045 12848 12933 2315 5 63 0.9934276656614861 1036 2.2345559845559846 151.52545110145027 6.666666666666667 0.99 0.99 0.01 232.77897822445559 3982.9666666666667 1
1091571 3697 5129 7819 13 101 0.7208032754922987 1027 7.613437195715677 591.5553495182206 10.0 0.23 0.23 0.605 139.18006700167504 1533.15 1
1303381 2990 3367 2361 14 119 0.888030888030888 1026 2.301169590643275 196.94766025763525 2.6315789473684212 0.16 0.16 0.525 632.6603852596315 5173.666666666667 1
1322691 13117 17053 893 9 22 0.7691901718172756 1024 0.8720703125 2039.578131829776 4.133333333333334 0.8279569892473119 0.8279569892473119 0.27956989247311825 376.97036036036036 2861.65 1
1467621 4942 7445 20577 9 134 0.66380120886501 1046 19.67208413001912 290.74817873288765 22.22222222222222 0.57 0.57 0.335 54.85 1347.4333333333334 1
1599001 1591 1683 488 7 89 0.9453357100415924 1067 0.45735707591377694 55.03889644161937 2.0618556701030926 0.97 0.97 0.045 1761.0556951423785 24319.466666666667 1
